Summary,Issue Type,Priority,Labels,Labels,Labels,Labels,Labels,Description,ID Limitless,Área,Prioridad Limitless,Tipo Limitless
[OPS-STORAGE-BUCKETS] Confirmar que sop-attachments y workboard-task-attachments son privados [Operaciones y equipo],Task,High,ops-fin-prod,p1,verificacion-manual,,,"*Tipo:* verificación manual

*Estado verificado:* ninguna migración los crea ({{grep storage.buckets}}); el código los usa con URLs firmadas. {{list_tables}} muestra 13 buckets en prod pero no sus nombres. Parte de {{AUDITORIA_BACKEND}} §3.9.

*Qué hay que hacer:* mirar en el dashboard que existan y sean privados; pasarlos a una migración ({{insert into storage.buckets ... on conflict do nothing}}) con límite de tamaño y MIME.

*Criterio de aceptación:* Se verificó en el dashboard de Supabase que sop-attachments y workboard-task-attachments existen y son privados, y el resultado quedó anotado (si alguno era público, se abrió un ítem nuevo); existe una migración que los crea con límite de tamaño y tipos de archivo permitidos

*Dónde:* {{supabase/migrations/}} (nueva), {{apps/web/lib/{sops,workboard}/constants.ts}}.

Fuente: PENDIENTES.md [OPS-STORAGE-BUCKETS] · Doc del área: docs/areas/operaciones.md",OPS-STORAGE-BUCKETS,"Operaciones, Finanzas y Producto",P1,verificación manual
[ENV-ANTHROPIC-VERCEL] ANTHROPIC_API_KEY no figura en las variables del proyecto de Vercel,Task,High,infra,p1,verificacion-manual,,,"*Tipo:* verificación manual

*Estado verificado:* el listado de env del proyecto {{otc-plaform}} (Production y Preview) no tiene {{ANTHROPIC_API_KEY}}; el código la usa como fallback global cuando la org no tiene BYOK ({{lib/ai/credential-resolver.ts:35}}, {{lib/ai/anthropic.ts}}). Puede venir de una variable compartida del team (no visible en ese listado). Si no está, toda org sin key propia falla en cualquier función de IA.

*Qué hay que hacer:* confirmar en Vercel → Settings → Environment Variables (incluidas las Shared del team) y en los logs de un pipeline de IA de una org sin BYOK. Si falta y es a propósito (todas BYOK), documentarlo; si no, cargarla.

*Criterio de aceptación:* Se ejecutó el paso de verificacion-manual.md (V-INFRA-1, pasos 1 y 5) con cuenta real y el resultado quedó anotado: ANTHROPIC_API_KEY está cargada en Vercel (proyecto o Shared del team) y una función de IA en una org sin BYOK responde, o quedó documentado que todas las orgs usan BYOK; si falló, se abrió un ítem nuevo

*Dónde:* Vercel; {{apps/web/lib/ai/credential-resolver.ts}}.

Fuente: PENDIENTES.md [ENV-ANTHROPIC-VERCEL] · Doc del área: docs/arquitectura/vision-general.md",ENV-ANTHROPIC-VERCEL,"Infraestructura, seguridad y tests (transversal)",P1,verificación manual
[ENV-ZERNIO-WEBHOOK-SECRET] El webhook de Zernio responde 503 en producción,Bug,High,infra,p1,bug,,,"*Tipo:* bug

*Estado verificado:* {{app/api/integrations/zernio/webhook/route.ts:64-72}} rechaza con 503 si falta {{ZERNIO_WEBHOOK_SECRET}}; la variable no está en Vercel ni en {{.env.example}}. Coherente con {{zernio_messages}} y {{zernio_comments}} en 0 filas en prod con 9 integraciones de Zernio conectadas.

*Qué hay que hacer:* decidir si el webhook se usa (el inbox es live-fetch). Si sí: generar el secreto, cargarlo en Vercel y en el panel de Zernio, sumarlo a {{.env.example}}. Si no: sacar la ruta y las tablas.

*Criterio de aceptación:* Agustín decidió si el webhook de Zernio se usa y la decisión quedó registrada en PENDIENTES.md/CHANGES.md; si se usa: un POST sin firma a /api/integrations/zernio/webhook en producción responde 401 (no 503), ZERNIO_WEBHOOK_SECRET figura en .env.example y un mensaje real llega a zernio_messages; si no se usa: la ruta y las tablas zernio_messages/zernio_comments ya no existen

*Dónde:* {{apps/web/app/api/integrations/zernio/webhook/route.ts}}, {{.env.example}}, Vercel.

Fuente: PENDIENTES.md [ENV-ZERNIO-WEBHOOK-SECRET] · Doc del área: docs/arquitectura/vision-general.md",ENV-ZERNIO-WEBHOOK-SECRET,"Infraestructura, seguridad y tests (transversal)",P1,bug
[AUD-SEG-2] Tokens OAuth y API keys guardados en texto plano,Bug,High,infra,p1,seguridad,,,"*Tipo:* seguridad

*Estado verificado:* {{encrypt(}} sólo se usa para BYOK, Zernio, GHL, Hyros, VTurb, WebinarJam, Fathom por miembro, pagos y Mercado Pago. Quedan en claro (protegidos sólo por RLS cerrado + service role): {{calendly_integrations}}, {{stripe_integrations}}, {{instagram_integrations}}, {{typeform_integrations}}, {{google_forms_integrations}}/{{youtube_integrations}}, {{super_admin_google_tokens}}, {{fathom_integrations.api_key}}, {{manychat_integrations.api_token}}.

*Qué hay que hacer:* cifrar al escribir con {{lib/security/encryption.ts}}, descifrar al leer, y una migración de datos (script con service role) que cifre lo existente. Empezar por Calendly, Google y Fathom (las que tienen filas en prod).

*Criterio de aceptación:* Al conectar Calendly, Google (Forms/YouTube/super admin), Fathom, Stripe, Instagram, Typeform y ManyChat, la columna del token/API key en la base queda cifrada (no se lee el valor en claro con SQL) y la integración sigue sincronizando; después de correr el script de migración de datos no queda ninguna fila existente con token en texto plano en esas tablas; hay un test que cubre el cifrado al escribir y el descifrado al leer

*Dónde:* {{apps/web/lib/{calendly,stripe,instagram,typeform,google,fathom,manychat}/}}, {{app/api/integrations/*/callback}}.

Fuente: PENDIENTES.md [AUD-SEG-2] · Doc del área: docs/arquitectura/vision-general.md",AUD-SEG-2,"Infraestructura, seguridad y tests (transversal)",P1,seguridad
[AUD-SEG-4] Ventanas de replay y firma QStash sin URL,Bug,High,infra,p1,seguridad,,,"*Tipo:* seguridad

*Estado verificado:* Calendly ({{calendly/webhook/route.ts}}) firma {{t.body}} pero no compara {{t}} contra el reloj; Mercado Pago ({{lib/mercadopago/webhook-verify.ts}}) no valida {{ts}} y la firma sólo cubre {{data.id}}; GHL ({{lib/ghl/verify-webhook.ts}}) sin timestamp; {{verifyQStashRequest}} ({{lib/queue/qstash-verify.ts}}) llama {{receiver.verify({ signature, body })}} sin {{url}}, así que un cuerpo firmado para un worker vale para otro.

*Qué hay que hacer:* tolerancia de 5 min en Calendly y MP (como {{WEBHOOK_TOLERANCE_SECONDS}} de pagos); pasar {{url}} al {{Receiver}}; en GHL apoyarse en el dedupe por {{webhookId}}.

*Criterio de aceptación:* Un webhook de Calendly o Mercado Pago con firma válida pero timestamp de más de 5 minutos es rechazado; un cuerpo firmado por QStash para un worker enviado a otra URL de worker es rechazado; un reenvío del mismo webhookId de GHL no se procesa dos veces; hay tests que cubren estos casos

*Dónde:* archivos citados.

Fuente: PENDIENTES.md [AUD-SEG-4] · Doc del área: docs/arquitectura/vision-general.md",AUD-SEG-4,"Infraestructura, seguridad y tests (transversal)",P1,seguridad
[SEG-REEL-WORKER-AUTH] Autenticación débil del worker de Fly.io,Bug,High,infra,p1,seguridad,,,"*Tipo:* seguridad

*Estado verificado:* {{apps/reel-worker/src/index.ts:67-130}}: compara {{WORKER_AUTH_SECRET}} con {{===}} (no constante); cuando falla loguea los primeros 4 caracteres del secreto esperado; sin secreto ni signing keys acepta requests de IPs {{10.*}}/{{172.*}} o si {{NODE_ENV}} no contiene {{prod}}. {{fly.toml}} y el README del worker no listan {{WORKER_AUTH_SECRET}} entre los secrets.

*Qué hay que hacer:* comparación en tiempo constante, no loguear el secreto, fail-closed sin credenciales, sumar {{WORKER_AUTH_SECRET}} a {{fly.toml}}/README y confirmar con {{fly secrets list}} que está cargado.

*Criterio de aceptación:* Un POST sin credenciales al worker (curl sin header, también desde IP 10.*/172.* o con NODE_ENV no productivo) responde 401; un intento con secreto incorrecto no deja ningún fragmento del secreto en los logs; fly secrets list -a otc-reel-worker muestra WORKER_AUTH_SECRET, figura en fly.toml/README y un reel de prueba llega a preview_ready (V-INFRA-8)

*Dónde:* {{apps/reel-worker/src/index.ts}}, {{apps/reel-worker/fly.toml}}, {{apps/reel-worker/README.md}}.

Fuente: PENDIENTES.md [SEG-REEL-WORKER-AUTH] · Doc del área: docs/arquitectura/vision-general.md",SEG-REEL-WORKER-AUTH,"Infraestructura, seguridad y tests (transversal)",P1,seguridad
[AUD-SEG-9] Buckets de Storage fuera de las migraciones,Task,High,infra,p1,verificacion-manual,,,"*Tipo:* verificación manual

*Estado verificado:* el código usa {{client-payment-receipts}}, {{business-context-documents}}, {{sop-attachments}}, {{workboard-task-attachments}} y {{ai-brain-documents}}; ninguna migración los crea (las que tocan {{storage.buckets}} crean {{avatars}}, {{agent-documents}}, {{content-thumbnails}}, {{trial-reels}}, {{client-wins}}, {{sop-videos}}, {{discord-bot-avatars}}). {{content-thumbnails}} es público con policy pública de listado ({{20260805200000}}).

*Qué hay que hacer:* confirmar en el dashboard que los cinco son privados; escribir una migración idempotente que los declare con sus policies; decidir si {{content-thumbnails}} necesita listado público.

*Criterio de aceptación:* Se ejecutó el paso de verificacion-manual.md (V-INFRA-7) con cuenta real y el resultado quedó anotado: client-payment-receipts, business-context-documents, sop-attachments, workboard-task-attachments y ai-brain-documents son privados y su URL pública da 400/404; existe una migración idempotente que declara esos cinco buckets con sus policies y aplicada en una base desde cero los crea; Agustín decidió si content-thumbnails necesita listado público y quedó registrado (si falló algo, se abrió un ítem nuevo)

*Dónde:* Supabase Storage; migración nueva.

Fuente: PENDIENTES.md [AUD-SEG-9] · Doc del área: docs/arquitectura/vision-general.md",AUD-SEG-9,"Infraestructura, seguridad y tests (transversal)",P1,verificación manual
[AUD-CONF-1] Sin timeouts en los clientes de APIs externas,Task,High,infra,p1,deuda-tecnica,,,"*Tipo:* deuda técnica

*Estado verificado:* {{AbortSignal.timeout}}/{{signal:}} sólo aparece en {{lib/discord/api.ts}}, {{lib/agent/*}}, {{lib/fathom/share-link.ts}} y {{lib/marketing/story-thumbnail-storage.ts}}. Ninguno en {{lib/zernio/client.ts}}, {{lib/ghl/client.ts}}, {{lib/hyros/client.ts}}, Stripe, Mercado Pago, Calendly, Typeform. Un proveedor colgado retiene la lambda hasta {{maxDuration}}.

*Qué hay que hacer:* {{signal: AbortSignal.timeout(15_000)}} (o similar) en cada {{*Fetch}} de cliente de proveedor.

*Criterio de aceptación:* Todos los clientes de proveedor (Zernio, GHL, Hyros, Stripe, Mercado Pago, Calendly, Typeform) pasan un timeout a cada fetch; con un proveedor simulado que no responde, la llamada falla con error de timeout en ~15 s en vez de colgar la lambda hasta maxDuration; typecheck y tests pasan

*Dónde:* {{apps/web/lib/<proveedor>/client.ts}}.

Fuente: PENDIENTES.md [AUD-CONF-1] · Doc del área: docs/arquitectura/vision-general.md",AUD-CONF-1,"Infraestructura, seguridad y tests (transversal)",P1,deuda técnica
[AUD-CONF-3] Crons de Calendly que se pisan,Bug,High,infra,p1,bug,,,"*Tipo:* bug

*Estado verificado:* {{vercel.json}}: {{/api/cron/calendly-sync}} y {{/api/cron/calendly-sync-closers}} ambos en {{0 * * * *}}. La sync hace N+1 por evento sobre 120 días y {{.in()}} con URIs largas puede pasarse del largo de URL (no re-medido).

*Qué hay que hacer:* desfasar los horarios (p. ej. {{:15}}), unificar {{sync-events.ts}} y {{closer-sync.ts}} (ver {{[AUD-SALUD-2]}}), batch de lecturas.

*Criterio de aceptación:* En vercel.json /api/cron/calendly-sync y /api/cron/calendly-sync-closers ya no corren en el mismo minuto; una corrida de la sync de Calendly de una org con muchos eventos termina sin error de URL demasiado larga y sin una consulta por evento; los turnos importados en closing_calls no se duplican

*Dónde:* {{apps/web/vercel.json}}, {{apps/web/lib/calendly/}}.

Fuente: PENDIENTES.md [AUD-CONF-3] · Doc del área: docs/arquitectura/vision-general.md",AUD-CONF-3,"Infraestructura, seguridad y tests (transversal)",P1,bug
[AUD-CONF-4] Typeform pierde respuestas y colisiona entre orgs,Bug,High,infra,p1,bug,,,"*Tipo:* bug

*Estado verificado:* {{lib/typeform/sync.ts:192}} pide {{page_size=1000}} con {{since}} y no pagina; {{form_responses.external_response_id}} es {{unique}} global ({{20260522000000_phase11_integrations.sql:223}}). Hoy hay 0 integraciones de Typeform en prod.

*Qué hay que hacer:* paginar con {{before}}/{{after}} hasta agotar; índice único {{(organization_id, external_response_id)}}.

*Criterio de aceptación:* Con un formulario de Typeform de más de 1000 respuestas, la sync importa todas (pagina hasta agotar); dos organizaciones con el mismo external_response_id pueden guardar cada una su respuesta sin colisión (índice único por (organization_id, external_response_id)); hay un test de la paginación

*Dónde:* {{apps/web/lib/typeform/sync.ts}}, migración nueva.

Fuente: PENDIENTES.md [AUD-CONF-4] · Doc del área: docs/arquitectura/vision-general.md",AUD-CONF-4,"Infraestructura, seguridad y tests (transversal)",P1,bug
[AUD-CONF-5] Dedupe de webhooks que descarta reintentos legítimos,Bug,High,infra,p1,bug,,,"*Tipo:* bug

*Estado verificado:* {{payment_webhook_events}} tiene índice único {{(provider, external_event_id)}} sin {{organization_id}} ({{20260829200000_payments_whop_fanbasis.sql:115}}); un evento que quedó en {{error}} hace que el reintento del proveedor choque y se descarte. Mismo patrón en {{ghl_webhook_events}}.

*Qué hay que hacer:* en conflicto, re-procesar si el estado previo es {{error}}; sumar {{organization_id}} al índice de pagos.

*Criterio de aceptación:* Un webhook de pagos o de GHL que quedó en estado error, al ser reenviado por el proveedor con el mismo ID de evento, se reprocesa y termina en estado ok en vez de descartarse; un duplicado de un evento ya procesado ok se sigue descartando; el índice de payment_webhook_events incluye organization_id; hay un test que cubre ambos casos

*Dónde:* {{apps/web/lib/payments/ingest.ts}}, {{apps/web/lib/ghl/ingest-opportunity-event.ts}}, migración nueva.

Fuente: PENDIENTES.md [AUD-CONF-5] · Doc del área: docs/arquitectura/vision-general.md",AUD-CONF-5,"Infraestructura, seguridad y tests (transversal)",P1,bug
[AUD-CONF-6] Trabajo sin await después de responder,Bug,High,infra,p1,bug,,,"*Tipo:* bug

*Estado verificado:* no hay ningún uso de {{after()}} de {{next/server}} en {{apps/web}}. Según la auditoría, embeddings RAG, scoring de leads, sync inicial de YouTube, mails de waitlist y eventos de Meta se disparan sin {{await}} y Vercel puede cortarlos.

*Qué hay que hacer:* envolver esos disparos en {{after(() => …)}}.

*Criterio de aceptación:* Los disparos de embeddings RAG, scoring de leads de ManyChat, sync inicial de YouTube, mails de waitlist y eventos de Meta están envueltos en after() (o con await) y no queda ninguno sin await tras responder; al anotarse en la waitlist llega el mail y al subir un documento de contexto queda indexado en producción

*Dónde:* {{app/api/waitlist/route.ts}}, {{app/api/integrations/youtube/oauth/callback/route.ts}}, {{lib/business-context/}}, scoring de ManyChat.

Fuente: PENDIENTES.md [AUD-CONF-6] · Doc del área: docs/arquitectura/vision-general.md",AUD-CONF-6,"Infraestructura, seguridad y tests (transversal)",P1,bug
"[ENV-LIMPIEZA] Variables de entorno desalineadas entre código, .env.example, turbo.json y Vercel",Task,High,infra,p1,deuda-tecnica,,,"*Tipo:* deuda técnica

*Estado verificado:* faltan en {{.env.example}} y el código las usa: {{WORKER_AUTH_SECRET}}, {{ZERNIO_WEBHOOK_SECRET}}, {{ZERNIO_BASE_URL}}, {{CALENDLY_CLOSER_REDIRECT_URI}}, {{SUPER_ADMIN_GOOGLE_REDIRECT_URI}}, {{GHL_API_BASE}}, {{HYROS_API_BASE}}, {{VTURB_API_BASE}}, {{WEBINARJAM_API_BASE}}, {{SENTRY_*}}, {{NEXT_PUBLIC_SOP_VIDEO_MAX_MB}}. Sobra {{NEXT_PUBLIC_VSL_URL}}. {{.env.example}} dice que {{CRON_SECRET}} es ""opcional"" (es obligatoria). En Vercel sobran {{NEXT_PUBLIC_VSL_URL}}, {{NEXT_PUBLIC_NAV_STYLE}}, {{REDIS_URL}}, {{QSTASH_URL}}, {{GOOGLE_REDIRECT_URI}}, {{FATHOM_REDIRECT_URI}}; faltan {{LIMITLESS_WEBHOOK_SECRET}} (está {{OTC_}}), {{FATHOM_WEBHOOK_SECRET}}, {{NEXT_PUBLIC_UTM_ORGANIZATION_ID}}. {{turbo.json}} {{build.env}} no declara la mayoría de las nuevas y sigue listando {{OTC_WEBHOOK_SECRET}}.

*Qué hay que hacer:* actualizar {{.env.example}} y {{turbo.json}} con la tabla de {{docs/operacion/entorno-y-deploy.md}}; limpiar Vercel; renombrar {{OTC_WEBHOOK_SECRET}} → {{LIMITLESS_WEBHOOK_SECRET}} en Vercel y Railway y después borrar el respaldo.

*Criterio de aceptación:* Todas las variables que usa el código (incluidas WORKER_AUTH_SECRET, ZERNIO_WEBHOOK_SECRET, ZERNIO_BASE_URL, CALENDLY_CLOSER_REDIRECT_URI, SUPER_ADMIN_GOOGLE_REDIRECT_URI, *_API_BASE, SENTRY_*, NEXT_PUBLIC_SOP_VIDEO_MAX_MB) figuran en .env.example y turbo.json, coincidiendo con la tabla de docs/operacion/entorno-y-deploy.md, y CRON_SECRET figura como obligatoria; en Vercel no quedan NEXT_PUBLIC_VSL_URL, NEXT_PUBLIC_NAV_STYLE, REDIS_URL, QSTASH_URL, GOOGLE_REDIRECT_URI ni FATHOM_REDIRECT_URI y sí están LIMITLESS_WEBHOOK_SECRET, FATHOM_WEBHOOK_SECRET y NEXT_PUBLIC_UTM_ORGANIZATION_ID; OTC_WEBHOOK_SECRET ya no se usa en código, turbo.json, Vercel ni Railway y el bot de Discord sigue autenticando contra la web

*Dónde:* {{.env.example}}, {{turbo.json}}, Vercel, Railway, {{apps/web/lib/discord/webhook-auth.ts}}, {{apps/discord-bot/src/lib/limitless-api.ts}}.

Fuente: PENDIENTES.md [ENV-LIMPIEZA] · Doc del área: docs/arquitectura/vision-general.md",ENV-LIMPIEZA,"Infraestructura, seguridad y tests (transversal)",P1,deuda técnica
